case_id,slide_id
GTEX-ZVT3-2226,GTEX-ZVT3-2226_1_1024
GTEX-1I1CD-1126,GTEX-1I1CD-1126_1_1024
GTEX-WH7G-1326,GTEX-WH7G-1326_1_1024
GTEX-15SDE-2626,GTEX-15SDE-2626_1_1024
GTEX-139TS-0626,GTEX-139TS-0626_1_1024
GTEX-1RAZA-0326,GTEX-1RAZA-0326_1_1024
GTEX-ZF2S-2126,GTEX-ZF2S-2126_1_1024
GTEX-12WSE-2626,GTEX-12WSE-2626_1_1024
GTEX-ZDTT-0226,GTEX-ZDTT-0226_1_1024
GTEX-13113-0926,GTEX-13113-0926_1_1024
GTEX-14C5O-2026,GTEX-14C5O-2026_1_1024
GTEX-13NYS-0926,GTEX-13NYS-0926_1_1024
GTEX-1JMQI-2026,GTEX-1JMQI-2026_1_1024
GTEX-183FY-1926,GTEX-183FY-1926_1_1024
GTEX-11NUK-1226,GTEX-11NUK-1226_1_1024
GTEX-1HBPH-0226,GTEX-1HBPH-0226_1_1024
GTEX-1PIIG-2326,GTEX-1PIIG-2326_1_1024
GTEX-ZE7O-2326,GTEX-ZE7O-2326_1_1024
GTEX-18D9A-0326,GTEX-18D9A-0326_1_1024
GTEX-1I1GP-2626,GTEX-1I1GP-2626_1_1024
GTEX-1LC47-1826,GTEX-1LC47-1826_1_1024
GTEX-1HBPH-1026,GTEX-1HBPH-1026_1_1024
GTEX-145LS-0426,GTEX-145LS-0426_1_1024
GTEX-WYVS-0626,GTEX-WYVS-0626_1_1024
GTEX-13N2G-1626,GTEX-13N2G-1626_1_1024
GTEX-1HR9M-1826,GTEX-1HR9M-1826_1_1024
GTEX-1C6WA-0126,GTEX-1C6WA-0126_1_1024
GTEX-1CB4I-0826,GTEX-1CB4I-0826_1_1024
GTEX-XMD3-0926,GTEX-XMD3-0926_1_1024
GTEX-11GSP-0926,GTEX-11GSP-0926_1_1024
GTEX-X62O-2526,GTEX-X62O-2526_1_1024
GTEX-15SHV-0426,GTEX-15SHV-0426_1_1024
GTEX-1497J-0526,GTEX-1497J-0526_1_1024
GTEX-11P82-0426,GTEX-11P82-0426_1_1024
GTEX-WHSB-0426,GTEX-WHSB-0426_1_1024
GTEX-1MJK3-1726,GTEX-1MJK3-1726_1_1024
GTEX-1H23P-1926,GTEX-1H23P-1926_1_1024
GTEX-U8XE-1926,GTEX-U8XE-1926_1_1024
GTEX-ZQUD-0926,GTEX-ZQUD-0926_1_1024
GTEX-15ER7-2226,GTEX-15ER7-2226_1_1024
GTEX-YB5E-0726,GTEX-YB5E-0726_1_1024
GTEX-14C5O-1826,GTEX-14C5O-1826_1_1024
GTEX-1JJ6O-1026,GTEX-1JJ6O-1026_1_1024
GTEX-1LB8K-3126,GTEX-1LB8K-3126_1_1024
GTEX-14PHY-0726,GTEX-14PHY-0726_1_1024
GTEX-16XZZ-0826,GTEX-16XZZ-0826_1_1024
GTEX-1J1OQ-0826,GTEX-1J1OQ-0826_1_1024
GTEX-OHPM-0726,GTEX-OHPM-0726_1_1024
GTEX-13QJ3-0926,GTEX-13QJ3-0926_1_1024
GTEX-X638-0326,GTEX-X638-0326_1_1024
GTEX-12WSA-2426,GTEX-12WSA-2426_1_1024
GTEX-1399Q-1226,GTEX-1399Q-1226_1_1024
GTEX-1LGRB-1226,GTEX-1LGRB-1226_1_1024
GTEX-13JVG-0226,GTEX-13JVG-0226_1_1024
