case_id,slide_id
GTEX-1GN2E-0226,GTEX-1GN2E-0226_0_1024
GTEX-1PPH7-1926,GTEX-1PPH7-1926_0_1024
GTEX-1212Z-1826,GTEX-1212Z-1826_0_1024
GTEX-1192X-2626,GTEX-1192X-2626_0_1024
GTEX-13CIG-2526,GTEX-13CIG-2526_0_1024
GTEX-1LC46-1726,GTEX-1LC46-1726_0_1024
GTEX-WRHK-0426,GTEX-WRHK-0426_0_1024
GTEX-ZAJG-2526,GTEX-ZAJG-2526_0_1024
GTEX-1IY9M-2526,GTEX-1IY9M-2526_0_1024
GTEX-V1D1-2526,GTEX-V1D1-2526_0_1024
GTEX-XUZC-1426,GTEX-XUZC-1426_0_1024
GTEX-ZU9S-1026,GTEX-ZU9S-1026_0_1024
GTEX-QMR6-2026,GTEX-QMR6-2026_0_1024
GTEX-S7PM-1926,GTEX-S7PM-1926_0_1024
GTEX-W5X1-2926,GTEX-W5X1-2926_0_1024
GTEX-132AR-0126,GTEX-132AR-0126_0_1024
GTEX-1LSNM-1026,GTEX-1LSNM-1026_0_1024
GTEX-14ICL-1726,GTEX-14ICL-1726_0_1024
GTEX-15DCZ-1326,GTEX-15DCZ-1326_0_1024
GTEX-15UF6-0826,GTEX-15UF6-0826_0_1024
GTEX-1H1DE-0826,GTEX-1H1DE-0826_0_1024
GTEX-PWO3-1326,GTEX-PWO3-1326_0_1024
GTEX-ZZ64-1626,GTEX-ZZ64-1626_0_1024
GTEX-14C38-1626,GTEX-14C38-1626_0_1024
GTEX-111VG-3026,GTEX-111VG-3026_0_1024
GTEX-18465-1326,GTEX-18465-1326_0_1024
GTEX-1N5O9-2126,GTEX-1N5O9-2126_0_1024
GTEX-13QJ3-1826,GTEX-13QJ3-1826_0_1024
GTEX-11ZU8-0226,GTEX-11ZU8-0226_0_1024
GTEX-131XW-2726,GTEX-131XW-2726_0_1024
GTEX-14A6H-1026,GTEX-14A6H-1026_0_1024
GTEX-1C475-2126,GTEX-1C475-2126_0_1024
GTEX-QMR6-1826,GTEX-QMR6-1826_0_1024
GTEX-1QPFJ-2526,GTEX-1QPFJ-2526_0_1024
GTEX-1QP2A-0626,GTEX-1QP2A-0626_0_1024
GTEX-1NSGN-2426,GTEX-1NSGN-2426_0_1024
GTEX-14ASI-0626,GTEX-14ASI-0626_0_1024
GTEX-QMRM-0626,GTEX-QMRM-0626_0_1024
GTEX-1IKK5-1826,GTEX-1IKK5-1826_0_1024
GTEX-15UKP-1926,GTEX-15UKP-1926_0_1024
GTEX-1QEPI-0226,GTEX-1QEPI-0226_0_1024
GTEX-1NV8Z-0926,GTEX-1NV8Z-0926_0_1024
GTEX-1JMQJ-0326,GTEX-1JMQJ-0326_0_1024
GTEX-PWCY-1426,GTEX-PWCY-1426_0_1024
GTEX-13CZV-2426,GTEX-13CZV-2426_0_1024
GTEX-145MN-1926,GTEX-145MN-1926_0_1024
GTEX-RN64-0426,GTEX-RN64-0426_0_1024
GTEX-1RQED-2126,GTEX-1RQED-2126_0_1024
GTEX-U3ZN-1826,GTEX-U3ZN-1826_0_1024
GTEX-ZYY3-0326,GTEX-ZYY3-0326_0_1024
GTEX-13OW5-2826,GTEX-13OW5-2826_0_1024
GTEX-1CB4E-1126,GTEX-1CB4E-1126_0_1024
GTEX-ZUA1-2026,GTEX-ZUA1-2026_0_1024
GTEX-111FC-1126,GTEX-111FC-1126_0_1024
GTEX-1F6RS-1326,GTEX-1F6RS-1326_0_1024
GTEX-O5YV-1926,GTEX-O5YV-1926_0_1024
GTEX-XV7Q-1426,GTEX-XV7Q-1426_0_1024
GTEX-1192W-1826,GTEX-1192W-1826_0_1024
