case_id,slide_id
GTEX-1IKOE-1926,GTEX-1IKOE-1926_1_512
GTEX-1NHNU-0626,GTEX-1NHNU-0626_1_512
GTEX-1HSMP-1426,GTEX-1HSMP-1426_1_512
GTEX-1C475-1726,GTEX-1C475-1726_1_512
GTEX-1ICG6-0226,GTEX-1ICG6-0226_1_512
GTEX-17HG3-2726,GTEX-17HG3-2726_1_512
GTEX-1JMPY-1526,GTEX-1JMPY-1526_1_512
GTEX-11EQ8-2826,GTEX-11EQ8-2826_1_512
GTEX-15EOM-0626,GTEX-15EOM-0626_1_512
GTEX-139D8-2926,GTEX-139D8-2926_1_512
GTEX-O5YT-1926,GTEX-O5YT-1926_1_512
GTEX-1QCLZ-0226,GTEX-1QCLZ-0226_1_512
GTEX-1LVAM-1126,GTEX-1LVAM-1126_1_512
GTEX-14BIN-1026,GTEX-14BIN-1026_1_512
GTEX-ZEX8-1226,GTEX-ZEX8-1226_1_512
GTEX-X15G-0826,GTEX-X15G-0826_1_512
GTEX-14C38-0926,GTEX-14C38-0926_1_512
GTEX-ZPU1-0226,GTEX-ZPU1-0226_1_512
GTEX-111CU-1926,GTEX-111CU-1926_1_512
GTEX-144GN-0726,GTEX-144GN-0726_1_512
GTEX-1S82U-1726,GTEX-1S82U-1726_1_512
GTEX-ZV6S-0826,GTEX-ZV6S-0826_1_512
GTEX-1JMQK-0626,GTEX-1JMQK-0626_1_512
GTEX-RU1J-1426,GTEX-RU1J-1426_1_512
GTEX-1HCUA-0726,GTEX-1HCUA-0726_1_512
GTEX-OHPL-1426,GTEX-OHPL-1426_1_512
GTEX-15SDE-0726,GTEX-15SDE-0726_1_512
GTEX-117YW-2626,GTEX-117YW-2626_1_512
GTEX-1B8L1-1526,GTEX-1B8L1-1526_1_512
GTEX-145ME-1726,GTEX-145ME-1726_1_512
GTEX-1IDJV-1526,GTEX-1IDJV-1526_1_512
GTEX-1QPFJ-1126,GTEX-1QPFJ-1126_1_512
GTEX-14BIL-1626,GTEX-14BIL-1626_1_512
GTEX-11GSO-0126,GTEX-11GSO-0126_1_512
GTEX-1RMOY-0526,GTEX-1RMOY-0526_1_512
GTEX-VJYA-1626,GTEX-VJYA-1626_1_512
GTEX-1F88F-2826,GTEX-1F88F-2826_1_512
GTEX-13PVQ-2526,GTEX-13PVQ-2526_1_512
GTEX-1192W-3026,GTEX-1192W-3026_1_512
GTEX-1MJK3-1126,GTEX-1MJK3-1126_1_512
GTEX-OXRP-0526,GTEX-OXRP-0526_1_512
GTEX-1HKZK-1126,GTEX-1HKZK-1126_1_512
GTEX-1EN7A-1826,GTEX-1EN7A-1826_1_512
GTEX-XUW1-0926,GTEX-XUW1-0926_1_512
GTEX-13PVR-2426,GTEX-13PVR-2426_1_512
GTEX-12BJ1-0426,GTEX-12BJ1-0426_1_512
GTEX-1F48J-2526,GTEX-1F48J-2526_1_512
GTEX-WWTW-0626,GTEX-WWTW-0626_1_512
GTEX-1H3VY-2126,GTEX-1H3VY-2126_1_512
GTEX-QEL4-1826,GTEX-QEL4-1826_1_512
GTEX-1KANB-1226,GTEX-1KANB-1226_1_512
GTEX-XMD2-1226,GTEX-XMD2-1226_1_512
GTEX-U3ZN-1026,GTEX-U3ZN-1026_1_512
