case_id,slide_id
GTEX-13X6K-2626,GTEX-13X6K-2626_1_1024
GTEX-1HBPI-1326,GTEX-1HBPI-1326_1_1024
GTEX-W5X1-0126,GTEX-W5X1-0126_1_1024
GTEX-11ONC-0726,GTEX-11ONC-0726_1_1024
GTEX-OXRN-2026,GTEX-OXRN-2026_1_1024
GTEX-13FLW-0726,GTEX-13FLW-0726_1_1024
GTEX-14PKU-1326,GTEX-14PKU-1326_1_1024
GTEX-13NYC-0126,GTEX-13NYC-0126_1_1024
GTEX-Z93S-0226,GTEX-Z93S-0226_1_1024
GTEX-1LH75-2126,GTEX-1LH75-2126_1_1024
GTEX-13D11-1326,GTEX-13D11-1326_1_1024
GTEX-PLZ5-1726,GTEX-PLZ5-1726_1_1024
GTEX-W5X1-2026,GTEX-W5X1-2026_1_1024
GTEX-XUW1-1426,GTEX-XUW1-1426_1_1024
GTEX-1212Z-0926,GTEX-1212Z-0926_1_1024
GTEX-NL3G-1426,GTEX-NL3G-1426_1_1024
GTEX-1POEN-2426,GTEX-1POEN-2426_1_1024
GTEX-13OVL-0526,GTEX-13OVL-0526_1_1024
GTEX-14A6H-2026,GTEX-14A6H-2026_1_1024
GTEX-147GR-1626,GTEX-147GR-1626_1_1024
GTEX-13OVK-1926,GTEX-13OVK-1926_1_1024
GTEX-145LT-1526,GTEX-145LT-1526_1_1024
GTEX-15SHU-0726,GTEX-15SHU-0726_1_1024
GTEX-15DZA-1526,GTEX-15DZA-1526_1_1024
GTEX-16XZZ-0426,GTEX-16XZZ-0426_1_1024
GTEX-1N5O9-2726,GTEX-1N5O9-2726_1_1024
GTEX-1HFI7-2326,GTEX-1HFI7-2326_1_1024
GTEX-ZY6K-1926,GTEX-ZY6K-1926_1_1024
GTEX-14PN3-0726,GTEX-14PN3-0726_1_1024
GTEX-YF7O-1326,GTEX-YF7O-1326_1_1024
GTEX-144GL-3026,GTEX-144GL-3026_1_1024
GTEX-1LSVX-0726,GTEX-1LSVX-0726_1_1024
GTEX-1IL2U-3126,GTEX-1IL2U-3126_1_1024
GTEX-1B996-1526,GTEX-1B996-1526_1_1024
GTEX-T2IS-1726,GTEX-T2IS-1726_1_1024
GTEX-13N2G-2426,GTEX-13N2G-2426_1_1024
GTEX-1IDJH-0826,GTEX-1IDJH-0826_1_1024
GTEX-ZU9S-2926,GTEX-ZU9S-2926_1_1024
GTEX-14JG1-2526,GTEX-14JG1-2526_1_1024
GTEX-ZG7Y-2026,GTEX-ZG7Y-2026_1_1024
GTEX-13W46-0826,GTEX-13W46-0826_1_1024
GTEX-1CAV2-1326,GTEX-1CAV2-1326_1_1024
GTEX-1QP28-0426,GTEX-1QP28-0426_1_1024
GTEX-RN64-0726,GTEX-RN64-0726_1_1024
GTEX-1314G-5010,GTEX-1314G-5010_1_1024
GTEX-ZC5H-2326,GTEX-ZC5H-2326_1_1024
GTEX-1LG7Y-2326,GTEX-1LG7Y-2326_1_1024
GTEX-14BIL-2526,GTEX-14BIL-2526_1_1024
