case_id,slide_id
GTEX-14DAR-0226,GTEX-14DAR-0226_0_1024
GTEX-1GZ4H-1726,GTEX-1GZ4H-1726_0_1024
GTEX-13JUV-1926,GTEX-13JUV-1926_0_1024
GTEX-11O72-0326,GTEX-11O72-0326_0_1024
GTEX-14H4A-0526,GTEX-14H4A-0526_0_1024
GTEX-1GF9X-1726,GTEX-1GF9X-1726_0_1024
GTEX-14ASI-1326,GTEX-14ASI-1326_0_1024
GTEX-1HCU6-1326,GTEX-1HCU6-1326_0_1024
GTEX-1LBAC-1226,GTEX-1LBAC-1226_0_1024
GTEX-1B97J-1226,GTEX-1B97J-1226_0_1024
GTEX-NL3G-2426,GTEX-NL3G-2426_0_1024
GTEX-PLZ5-2026,GTEX-PLZ5-2026_0_1024
GTEX-ZF29-1126,GTEX-ZF29-1126_0_1024
GTEX-ZVZP-1426,GTEX-ZVZP-1426_0_1024
GTEX-17HII-0526,GTEX-17HII-0526_0_1024
GTEX-ZU9S-0726,GTEX-ZU9S-0726_0_1024
GTEX-1PFEY-0326,GTEX-1PFEY-0326_0_1024
GTEX-1314G-5013,GTEX-1314G-5013_0_1024
GTEX-13CZV-2526,GTEX-13CZV-2526_0_1024
GTEX-13D11-2526,GTEX-13D11-2526_0_1024
GTEX-1LVA9-2026,GTEX-1LVA9-2026_0_1024
GTEX-1PPH8-1826,GTEX-1PPH8-1826_0_1024
GTEX-19HZE-2426,GTEX-19HZE-2426_0_1024
GTEX-1J8Q3-1126,GTEX-1J8Q3-1126_0_1024
GTEX-T2YK-1626,GTEX-T2YK-1626_0_1024
GTEX-14LZ3-0626,GTEX-14LZ3-0626_0_1024
GTEX-18A67-0626,GTEX-18A67-0626_0_1024
GTEX-1HT8W-1226,GTEX-1HT8W-1226_0_1024
GTEX-1HB9E-1526,GTEX-1HB9E-1526_0_1024
GTEX-QLQ7-1226,GTEX-QLQ7-1226_0_1024
GTEX-13OVG-1126,GTEX-13OVG-1126_0_1024
GTEX-11GSO-1926,GTEX-11GSO-1926_0_1024
GTEX-14C39-0626,GTEX-14C39-0626_0_1024
GTEX-12BJ1-2326,GTEX-12BJ1-2326_0_1024
GTEX-X4EO-1126,GTEX-X4EO-1126_0_1024
GTEX-REY6-0826,GTEX-REY6-0826_0_1024
GTEX-X15G-0326,GTEX-X15G-0326_0_1024
GTEX-14BIM-2426,GTEX-14BIM-2426_0_1024
GTEX-ZVT4-0926,GTEX-ZVT4-0926_0_1024
GTEX-1IDJE-1726,GTEX-1IDJE-1726_0_1024
GTEX-1HGF4-1126,GTEX-1HGF4-1126_0_1024
GTEX-S4P3-1426,GTEX-S4P3-1426_0_1024
GTEX-11DXX-1626,GTEX-11DXX-1626_0_1024
GTEX-16NPX-1526,GTEX-16NPX-1526_0_1024
GTEX-1KANB-2726,GTEX-1KANB-2726_0_1024
GTEX-S3XE-0426,GTEX-S3XE-0426_0_1024
GTEX-1I19N-0626,GTEX-1I19N-0626_0_1024
GTEX-NL4W-1526,GTEX-NL4W-1526_0_1024
GTEX-S7SF-0426,GTEX-S7SF-0426_0_1024
GTEX-ZF29-1026,GTEX-ZF29-1026_0_1024
