case_id,slide_id
GTEX-ZYFG-2126,GTEX-ZYFG-2126_0_1024
GTEX-X4EP-1726,GTEX-X4EP-1726_0_1024
GTEX-12WSG-0626,GTEX-12WSG-0626_0_1024
GTEX-11EMC-1826,GTEX-11EMC-1826_0_1024
GTEX-144GN-1126,GTEX-144GN-1126_0_1024
GTEX-17F9E-0626,GTEX-17F9E-0626_0_1024
GTEX-1GMR3-1926,GTEX-1GMR3-1926_0_1024
GTEX-1MJK2-2826,GTEX-1MJK2-2826_0_1024
GTEX-ZVE2-2726,GTEX-ZVE2-2726_0_1024
GTEX-1IDJI-1626,GTEX-1IDJI-1626_0_1024
GTEX-14ASI-2026,GTEX-14ASI-2026_0_1024
GTEX-ZU9S-3026,GTEX-ZU9S-3026_0_1024
GTEX-14DAQ-1326,GTEX-14DAQ-1326_0_1024
GTEX-OHPK-1726,GTEX-OHPK-1726_0_1024
GTEX-WI4N-1026,GTEX-WI4N-1026_0_1024
GTEX-WRHU-0626,GTEX-WRHU-0626_0_1024
GTEX-WHSB-0126,GTEX-WHSB-0126_0_1024
GTEX-1A3MV-0326,GTEX-1A3MV-0326_0_1024
GTEX-OIZG-0226,GTEX-OIZG-0226_0_1024
GTEX-WQUQ-1726,GTEX-WQUQ-1726_0_1024
GTEX-16MTA-0926,GTEX-16MTA-0926_0_1024
GTEX-14BIN-0426,GTEX-14BIN-0426_0_1024
GTEX-1117F-0126,GTEX-1117F-0126_0_1024
GTEX-QVUS-0626,GTEX-QVUS-0626_0_1024
GTEX-144GL-0226,GTEX-144GL-0226_0_1024
GTEX-14E6D-2826,GTEX-14E6D-2826_0_1024
GTEX-S3LF-1126,GTEX-S3LF-1126_0_1024
GTEX-1GN1V-1326,GTEX-1GN1V-1326_0_1024
GTEX-OXRK-0126,GTEX-OXRK-0126_0_1024
GTEX-1S3DN-1426,GTEX-1S3DN-1426_0_1024
GTEX-16Z82-0626,GTEX-16Z82-0626_0_1024
GTEX-13OVG-0526,GTEX-13OVG-0526_0_1024
GTEX-1RDX4-1526,GTEX-1RDX4-1526_0_1024
GTEX-132NY-2426,GTEX-132NY-2426_0_1024
GTEX-13OW5-1626,GTEX-13OW5-1626_0_1024
GTEX-ZC5H-0426,GTEX-ZC5H-0426_0_1024
GTEX-1AX9K-2626,GTEX-1AX9K-2626_0_1024
GTEX-14C5O-2826,GTEX-14C5O-2826_0_1024
GTEX-11ZTS-0926,GTEX-11ZTS-0926_0_1024
GTEX-13X6H-1726,GTEX-13X6H-1726_0_1024
GTEX-WVLH-0126,GTEX-WVLH-0126_0_1024
GTEX-1HSMQ-1126,GTEX-1HSMQ-1126_0_1024
GTEX-11ZVC-2726,GTEX-11ZVC-2726_0_1024
GTEX-Y3I4-1026,GTEX-Y3I4-1026_0_1024
GTEX-12WSJ-0526,GTEX-12WSJ-0526_0_1024
GTEX-ZPIC-1626,GTEX-ZPIC-1626_0_1024
GTEX-17F97-0426,GTEX-17F97-0426_0_1024
GTEX-1JMQL-1126,GTEX-1JMQL-1126_0_1024
GTEX-1JK1U-1326,GTEX-1JK1U-1326_0_1024
GTEX-13X6K-2826,GTEX-13X6K-2826_0_1024
GTEX-14A6H-5001,GTEX-14A6H-5001_0_1024
GTEX-14JG1-2226,GTEX-14JG1-2226_0_1024
GTEX-18A6Q-0226,GTEX-18A6Q-0226_0_1024
GTEX-131YS-0826,GTEX-131YS-0826_0_1024
GTEX-QVJO-2326,GTEX-QVJO-2326_0_1024
GTEX-145LV-2026,GTEX-145LV-2026_0_1024
GTEX-14BIL-0426,GTEX-14BIL-0426_0_1024
GTEX-15DCD-0926,GTEX-15DCD-0926_0_1024
GTEX-14BIN-2826,GTEX-14BIN-2826_0_1024
GTEX-1OJC4-0226,GTEX-1OJC4-0226_0_1024
GTEX-QMRM-1926,GTEX-QMRM-1926_0_1024
GTEX-13RTL-0626,GTEX-13RTL-0626_0_1024
GTEX-1EU9M-0926,GTEX-1EU9M-0926_0_1024
GTEX-SJXC-0526,GTEX-SJXC-0526_0_1024
GTEX-1IDJE-0426,GTEX-1IDJE-0426_0_1024
GTEX-1MCC2-1826,GTEX-1MCC2-1826_0_1024
GTEX-NPJ8-1226,GTEX-NPJ8-1226_0_1024
GTEX-13QJC-1626,GTEX-13QJC-1626_0_1024
GTEX-11ZU8-1826,GTEX-11ZU8-1826_0_1024
GTEX-13IVO-2526,GTEX-13IVO-2526_0_1024
GTEX-133LE-1826,GTEX-133LE-1826_0_1024
GTEX-14LZ3-1526,GTEX-14LZ3-1526_0_1024
GTEX-Y8LW-0926,GTEX-Y8LW-0926_0_1024
GTEX-X4XX-2126,GTEX-X4XX-2126_0_1024
